Date,PM2.5,PM10,NO2,O3
2023-09-21 01:00:00,8.32,12.72,21.31,40.91
2023-09-21 02:00:00,17.29,34.72,29.46,47.86
2023-09-21 03:00:00,10.99,17.7,31.32,33.04
2023-09-21 04:00:00,11.06,24.18,22.15,27.97
2023-09-21 05:00:00,22.27,42.91,19.91,22.27
2023-09-21 06:00:00,5.95,20.61,20.27,26.62
2023-09-21 07:00:00,13.74,23.48,30.47,24.6
2023-09-21 08:00:00,13.86,24.38,32.94,29.33
2023-09-21 09:00:00,7.67,11.98,33.6,18.12
2023-09-21 10:00:00,27.35,41.7,35.48,16.9
2023-09-21 11:00:00,19.57,18.73,31.4,18.26
2023-09-21 12:00:00,28.62,55.16,25.25,35.24
2023-09-21 13:00:00,25.25,37.32,33.31,42.33
2023-09-21 14:00:00,25.76,37.68,44.27,45.72
2023-09-21 15:00:00,18.11,24.64,37.12,40.87
2023-09-21 16:00:00,,,,
2023-09-21 17:00:00,17.79,27.79,38.77,37.13
2023-09-21 18:00:00,20.7,37.25,28.8,62.7
2023-09-21 19:00:00,12.81,14.86,32.67,61.43
2023-09-21 20:00:00,6.97,19.46,32.56,60.42
2023-09-21 21:00:00,2.33,1.0,23.78,49.1
2023-09-21 22:00:00,9.48,2.91,28.82,50.81
2023-09-21 23:00:00,4.13,17.6,32.23,49.47
2023-09-22 00:00:00,6.72,12.34,22.8,57.7
2023-09-22 01:00:00,5.99,16.5,15.59,49.88
2023-09-22 02:00:00,5.56,15.99,24.86,38.88
2023-09-22 03:00:00,11.26,10.45,20.92,39.63
2023-09-22 04:00:00,14.48,18.99,25.71,27.03
2023-09-22 05:00:00,24.87,48.07,21.55,21.08
2023-09-22 06:00:00,19.7,46.2,27.3,26.6
2023-09-22 07:00:00,26.79,43.36,34.58,18.69
2023-09-22 08:00:00,14.24,17.77,29.86,14.85
2023-09-22 09:00:00,11.2,31.39,23.31,25.71
2023-09-22 10:00:00,21.99,30.18,34.88,25.42
2023-09-22 11:00:00,28.03,47.48,34.34,23.34
2023-09-22 12:00:00,27.36,40.35,36.26,30.1
2023-09-22 13:00:00,30.15,50.39,40.66,38.39
2023-09-22 14:00:00,6.86,3.42,33.37,38.65
2023-09-22 15:00:00,28.33,42.33,34.36,44.72
2023-09-22 16:00:00,21.17,28.85,30.05,46.48
2023-09-22 17:00:00,7.96,18.03,35.21,60.99
2023-09-22 18:00:00,19.49,32.5,33.84,60.97
2023-09-22 19:00:00,14.1,29.6,30.25,55.19
2023-09-22 20:00:00,13.44,14.9,33.74,50.08
2023-09-22 21:00:00,15.49,23.12,23.26,51.13
2023-09-22 22:00:00,10.81,22.29,27.63,45.24
2023-09-22 23:00:00,1.0,8.47,28.76,45.82
2023-09-23 00:00:00,6.27,1.0,22.09,51.51
2023-09-23 01:00:00,1.0,4.14,17.34,40.32
2023-09-23 02:00:00,12.09,12.84,15.52,38.95
2023-09-23 03:00:00,17.86,35.84,24.98,43.21
2023-09-23 04:00:00,3.68,20.77,33.27,35.82
2023-09-23 05:00:00,9.03,1.0,22.71,29.81
2023-09-23 06:00:00,9.83,10.48,29.26,26.32
2023-09-23 07:00:00,14.47,25.26,16.32,24.32
2023-09-23 08:00:00,21.6,34.53,31.87,30.59
2023-09-23 09:00:00,18.12,36.51,26.11,27.3
2023-09-23 10:00:00,25.97,42.18,31.03,25.47
2023-09-23 11:00:00,29.24,42.55,34.64,21.75
2023-09-23 12:00:00,29.74,39.41,26.89,35.4
2023-09-23 13:00:00,16.14,16.32,51.52,38.17
2023-09-23 14:00:00,30.37,42.65,32.97,30.51
2023-09-23 15:00:00,29.58,42.8,38.83,42.95
2023-09-23 16:00:00,28.44,48.58,42.66,49.51
2023-09-23 17:00:00,16.25,24.74,35.71,49.04
2023-09-23 18:00:00,10.61,11.77,26.86,63.88
2023-09-23 19:00:00,7.15,3.36,32.07,63.65
2023-09-23 20:00:00,4.51,1.6,20.81,47.43
2023-09-23 21:00:00,9.54,10.75,26.79,53.0
2023-09-23 22:00:00,13.28,15.27,35.38,58.8
2023-09-23 23:00:00,15.24,29.76,18.7,50.11
2023-09-24 00:00:00,4.19,17.64,20.68,51.92
2023-09-24 01:00:00,7.14,2.01,33.47,39.99
2023-09-24 02:00:00,7.55,21.03,23.13,30.58
2023-09-24 03:00:00,5.63,14.55,19.74,40.28
2023-09-24 04:00:00,15.51,26.26,26.75,30.51
2023-09-24 05:00:00,15.21,36.54,23.41,44.86
2023-09-24 06:00:00,15.95,24.16,13.42,32.65
2023-09-24 07:00:00,19.32,34.13,21.64,19.15
2023-09-24 08:00:00,22.79,37.46,40.28,29.04
2023-09-24 09:00:00,24.39,39.42,33.19,25.09
2023-09-24 10:00:00,17.0,30.87,40.32,30.16
2023-09-24 11:00:00,28.2,45.5,29.1,25.05
2023-09-24 12:00:00,24.63,43.14,34.92,34.37
2023-09-24 13:00:00,20.22,26.99,34.95,42.47
2023-09-24 14:00:00,23.43,32.38,33.26,44.93
2023-09-24 15:00:00,22.82,31.12,36.85,50.45
2023-09-24 16:00:00,25.59,38.03,29.62,66.19
2023-09-24 17:00:00,10.89,25.53,40.29,47.81
2023-09-24 18:00:00,23.05,33.18,35.34,63.82
2023-09-24 19:00:00,13.17,26.29,30.68,56.26
2023-09-24 20:00:00,8.06,15.02,30.67,52.68
2023-09-24 21:00:00,6.22,6.42,26.94,54.45
2023-09-24 22:00:00,2.16,13.93,18.38,58.41
2023-09-24 23:00:00,1.0,7.49,20.8,48.4
2023-09-25 00:00:00,11.14,17.84,23.9,35.74
2023-09-25 01:00:00,19.23,30.13,22.44,48.92
2023-09-25 02:00:00,1.0,2.35,27.24,41.36
2023-09-25 03:00:00,3.72,1.0,27.01,33.0
2023-09-25 04:00:00,15.59,18.34,22.0,24.93
2023-09-25 05:00:00,12.73,24.07,20.97,31.83
2023-09-25 06:00:00,20.08,19.47,30.77,34.76
2023-09-25 07:00:00,16.54,20.48,29.39,20.13
2023-09-25 08:00:00,15.59,21.81,26.89,26.69
2023-09-25 09:00:00,19.38,54.23,25.84,38.79
2023-09-25 10:00:00,7.71,17.73,29.62,32.7
2023-09-25 11:00:00,,,,
2023-09-25 12:00:00,28.77,39.58,43.63,31.92
2023-09-25 13:00:00,29.96,50.82,34.74,33.31
2023-09-25 14:00:00,30.44,34.63,31.84,40.5
2023-09-25 15:00:00,23.38,34.76,46.58,41.46
2023-09-25 16:00:00,5.54,12.91,33.34,45.96
2023-09-25 17:00:00,13.34,10.0,30.27,49.98
2023-09-25 18:00:00,23.02,39.98,30.96,43.43
2023-09-25 19:00:00,22.74,40.2,29.27,53.72
2023-09-25 20:00:00,19.25,25.98,36.35,71.4
2023-09-25 21:00:00,8.0,6.12,20.08,46.39
2023-09-25 22:00:00,1.0,1.0,29.97,62.45
2023-09-25 23:00:00,7.11,8.59,25.7,57.19
2023-09-26 00:00:00,7.15,8.9,22.02,51.68
2023-09-26 01:00:00,16.72,30.83,22.52,41.03
2023-09-26 02:00:00,9.5,10.92,22.75,45.89
2023-09-26 03:00:00,9.5,28.02,24.64,47.55
2023-09-26 04:00:00,11.5,31.16,22.55,39.47
2023-09-26 05:00:00,15.39,26.51,25.43,31.41
2023-09-26 06:00:00,18.82,27.35,23.11,27.66
2023-09-26 07:00:00,12.78,16.18,39.36,22.22
2023-09-26 08:00:00,12.71,22.87,35.05,26.2
2023-09-26 09:00:00,28.94,50.23,34.0,29.35
2023-09-26 10:00:00,12.14,17.81,30.78,27.85
2023-09-26 11:00:00,32.61,49.03,38.35,29.53
2023-09-26 12:00:00,11.59,21.37,36.69,32.72
2023-09-26 13:00:00,19.28,31.4,36.39,47.74
2023-09-26 14:00:00,27.82,39.93,33.33,41.68
2023-09-26 15:00:00,20.72,34.05,37.17,45.78
2023-09-26 16:00:00,11.16,13.01,43.61,33.73
2023-09-26 17:00:00,19.69,25.48,34.65,57.02
2023-09-26 18:00:00,15.46,24.69,31.68,57.13
2023-09-26 19:00:00,11.69,14.11,32.05,58.35
2023-09-26 20:00:00,7.31,5.84,30.22,59.27
2023-09-26 21:00:00,9.19,23.07,25.71,49.42
2023-09-26 22:00:00,4.64,4.28,23.29,51.87
2023-09-26 23:00:00,21.94,49.85,29.72,61.8
2023-09-27 00:00:00,5.6,13.97,30.83,39.71
2023-09-27 01:00:00,5.07,1.55,35.53,36.46
2023-09-27 02:00:00,4.86,17.06,26.29,31.8
2023-09-27 03:00:00,20.04,26.34,24.79,35.63
2023-09-27 04:00:00,1.21,17.72,29.31,42.69
2023-09-27 05:00:00,15.13,26.01,21.22,31.68
2023-09-27 06:00:00,13.6,26.11,30.21,34.15
2023-09-27 07:00:00,8.57,13.96,33.64,14.14
2023-09-27 08:00:00,14.13,24.73,35.12,20.57
2023-09-27 09:00:00,22.6,34.32,39.89,22.04
2023-09-27 10:00:00,16.78,19.44,30.01,37.24
2023-09-27 11:00:00,24.32,41.64,31.78,30.87
2023-09-27 12:00:00,33.41,61.66,34.12,32.82
2023-09-27 13:00:00,23.79,28.54,30.22,37.91
2023-09-27 14:00:00,13.25,33.52,38.69,39.19
2023-09-27 15:00:00,15.62,29.79,39.17,56.44
2023-09-27 16:00:00,17.33,24.23,38.0,59.82
2023-09-27 17:00:00,15.0,20.36,34.99,57.95
2023-09-27 18:00:00,15.95,40.44,38.03,59.66
2023-09-27 19:00:00,14.84,31.26,34.43,52.05
2023-09-27 20:00:00,21.42,43.4,26.99,58.43
2023-09-27 21:00:00,9.36,12.97,13.7,43.09
2023-09-27 22:00:00,1.2,6.36,25.35,51.03
2023-09-27 23:00:00,14.24,25.57,25.95,41.91
2023-09-28 00:00:00,14.6,21.97,25.04,51.13
2023-09-28 01:00:00,8.69,14.78,23.31,43.9
2023-09-28 02:00:00,6.62,19.47,21.32,45.23
2023-09-28 03:00:00,13.1,33.76,19.97,40.67
2023-09-28 04:00:00,9.76,13.6,19.64,39.87
2023-09-28 05:00:00,1.0,1.0,27.93,25.42
2023-09-28 06:00:00,18.41,42.6,32.44,16.85
2023-09-28 07:00:00,22.45,49.17,22.19,37.79
2023-09-28 08:00:00,27.67,47.48,29.69,22.36
2023-09-28 09:00:00,16.3,40.42,35.5,25.87
2023-09-28 10:00:00,23.31,39.92,32.06,34.07
2023-09-28 11:00:00,24.24,31.51,37.82,28.26
2023-09-28 12:00:00,23.54,27.16,40.59,26.27
2023-09-28 13:00:00,23.44,26.93,37.77,49.45
2023-09-28 14:00:00,22.18,35.52,33.52,37.34
2023-09-28 15:00:00,21.95,31.4,42.37,55.6
2023-09-28 16:00:00,23.47,32.92,33.86,50.36
2023-09-28 17:00:00,24.42,38.21,32.91,57.3
2023-09-28 18:00:00,10.49,23.64,35.57,59.57
2023-09-28 19:00:00,11.92,14.7,30.05,52.69
2023-09-28 20:00:00,8.49,7.86,28.88,59.27
2023-09-28 21:00:00,5.98,5.71,26.58,67.01
2023-09-28 22:00:00,1.0,8.97,26.1,61.59
2023-09-28 23:00:00,7.44,11.35,26.74,58.23
2023-09-29 00:00:00,9.89,18.06,14.94,52.32
2023-09-29 01:00:00,6.36,22.6,23.71,43.98
2023-09-29 02:00:00,8.03,35.6,15.18,35.57
2023-09-29 03:00:00,11.87,24.11,22.17,46.39
2023-09-29 04:00:00,19.48,35.5,26.49,29.79
2023-09-29 05:00:00,10.43,7.21,24.12,27.17
2023-09-29 06:00:00,7.99,15.72,30.51,27.82
2023-09-29 07:00:00,16.54,26.96,30.19,17.43
2023-09-29 08:00:00,30.32,55.64,19.22,23.48
2023-09-29 09:00:00,13.71,18.8,37.54,21.69
2023-09-29 10:00:00,25.84,42.96,34.25,19.1
2023-09-29 11:00:00,29.69,52.35,31.4,22.57
2023-09-29 12:00:00,8.82,29.3,32.85,33.0
2023-09-29 13:00:00,25.2,52.84,25.37,42.92
2023-09-29 14:00:00,25.56,51.03,37.09,40.11
2023-09-29 15:00:00,19.07,36.33,39.05,37.97
2023-09-29 16:00:00,15.14,20.77,31.8,44.2
2023-09-29 17:00:00,13.54,27.48,29.72,53.31
2023-09-29 18:00:00,13.04,14.69,33.7,60.52
2023-09-29 19:00:00,11.13,16.16,37.53,60.89
2023-09-29 20:00:00,8.07,27.14,35.45,57.1
2023-09-29 21:00:00,7.29,15.97,32.59,64.24
2023-09-29 22:00:00,15.23,26.19,37.1,50.47
2023-09-29 23:00:00,1.0,4.45,30.38,44.21
2023-09-30 00:00:00,1.0,1.0,30.59,46.44
2023-09-30 01:00:00,14.52,5.99,24.64,52.11
2023-09-30 02:00:00,6.93,1.0,22.27,44.86
2023-09-30 03:00:00,7.02,16.17,29.88,43.32
2023-09-30 04:00:00,10.34,9.18,19.9,32.63
2023-09-30 05:00:00,14.19,21.85,27.88,30.93
2023-09-30 06:00:00,11.86,9.16,23.96,26.41
2023-09-30 07:00:00,20.11,26.43,30.14,21.03
2023-09-30 08:00:00,13.23,21.14,31.34,25.91
2023-09-30 09:00:00,18.85,37.56,32.37,24.88
2023-09-30 10:00:00,8.65,22.83,32.91,24.82
2023-09-30 11:00:00,29.77,41.75,36.91,33.74
2023-09-30 12:00:00,21.95,37.57,38.66,33.98
2023-09-30 13:00:00,26.76,31.4,28.8,44.94
2023-09-30 14:00:00,24.79,40.12,35.77,35.51
2023-09-30 15:00:00,23.96,45.97,33.71,42.15
2023-09-30 16:00:00,18.96,29.8,36.17,37.59
2023-09-30 17:00:00,19.41,41.58,32.16,45.37
2023-09-30 18:00:00,9.24,21.48,39.38,57.48
2023-09-30 19:00:00,5.91,11.39,31.21,60.08
2023-09-30 20:00:00,10.4,14.64,34.93,59.87
2023-09-30 21:00:00,5.27,4.16,23.69,62.99
2023-09-30 22:00:00,16.63,14.95,25.6,56.97
2023-09-30 23:00:00,9.53,4.89,22.68,51.71
2023-10-01 00:00:00,2.7,12.28,26.77,52.25
2023-10-01 01:00:00,5.65,21.14,18.28,40.07
2023-10-01 02:00:00,8.87,5.55,15.46,30.9
2023-10-01 03:00:00,8.94,14.85,21.08,34.52
2023-10-01 04:00:00,12.63,7.62,27.61,31.62
2023-10-01 05:00:00,13.34,13.54,21.71,30.83
2023-10-01 06:00:00,6.66,12.73,28.33,22.99
2023-10-01 07:00:00,4.17,2.52,25.21,22.67
2023-10-01 08:00:00,16.76,11.49,21.24,30.51
2023-10-01 09:00:00,24.02,52.19,35.81,18.98
2023-10-01 10:00:00,19.76,31.22,36.25,27.21
2023-10-01 11:00:00,30.15,39.4,34.04,26.47
2023-10-01 12:00:00,22.72,37.38,35.41,23.17
2023-10-01 13:00:00,30.87,48.75,34.76,34.48
2023-10-01 14:00:00,28.84,49.52,30.84,35.43
2023-10-01 15:00:00,26.97,40.43,42.33,42.17
2023-10-01 16:00:00,11.78,21.36,34.69,48.79
2023-10-01 17:00:00,17.18,35.03,36.05,38.37
2023-10-01 18:00:00,22.34,25.2,30.51,60.0
2023-10-01 19:00:00,,,,
2023-10-01 20:00:00,14.33,29.64,35.73,50.15
2023-10-01 21:00:00,1.02,1.0,29.28,51.77
2023-10-01 22:00:00,19.59,30.69,28.8,48.88
2023-10-01 23:00:00,2.53,1.0,30.15,44.92
2023-10-02 00:00:00,1.0,1.0,28.34,60.27
2023-10-02 01:00:00,5.17,4.32,29.43,42.83
2023-10-02 02:00:00,1.0,1.0,25.6,44.98
2023-10-02 03:00:00,2.83,8.21,25.81,43.99
2023-10-02 04:00:00,26.35,50.66,26.0,39.59
2023-10-02 05:00:00,10.65,15.63,30.08,36.93
2023-10-02 06:00:00,6.43,17.89,24.84,19.92
2023-10-02 07:00:00,17.22,23.63,31.1,31.8
2023-10-02 08:00:00,13.61,17.38,41.49,23.49
2023-10-02 09:00:00,25.84,44.64,33.35,36.18
2023-10-02 10:00:00,16.59,29.96,27.01,22.52
2023-10-02 11:00:00,24.35,38.06,32.79,23.03
2023-10-02 12:00:00,16.12,31.2,38.3,32.99
2023-10-02 13:00:00,38.32,51.02,32.44,40.46
2023-10-02 14:00:00,24.95,37.49,31.11,29.72
2023-10-02 15:00:00,19.78,39.37,28.9,41.9
2023-10-02 16:00:00,17.24,35.28,34.15,41.37
2023-10-02 17:00:00,13.75,28.69,42.3,56.6
2023-10-02 18:00:00,10.43,24.86,30.34,50.05
2023-10-02 19:00:00,8.2,10.14,35.93,61.7
2023-10-02 20:00:00,21.07,20.07,28.6,51.15
2023-10-02 21:00:00,6.03,7.57,26.51,56.76
2023-10-02 22:00:00,1.0,6.69,29.58,45.15
2023-10-02 23:00:00,1.0,8.0,18.09,50.4
2023-10-03 00:00:00,12.57,15.9,33.15,41.38
2023-10-03 01:00:00,5.76,1.47,26.89,53.5
2023-10-03 02:00:00,7.27,4.68,29.26,46.89
2023-10-03 03:00:00,16.36,21.83,22.92,37.86
2023-10-03 04:00:00,6.34,1.0,27.29,39.09
2023-10-03 05:00:00,16.72,22.54,30.42,26.84
2023-10-03 06:00:00,10.99,17.97,26.55,31.13
2023-10-03 07:00:00,20.53,32.06,24.08,25.48
2023-10-03 08:00:00,16.65,24.0,25.28,28.54
2023-10-03 09:00:00,19.21,25.22,29.44,26.7
2023-10-03 10:00:00,26.85,38.38,34.13,27.12
2023-10-03 11:00:00,27.22,39.11,33.43,18.98
2023-10-03 12:00:00,22.01,40.86,32.75,29.08
2023-10-03 13:00:00,19.9,31.83,39.19,47.46
2023-10-03 14:00:00,31.52,75.77,33.69,39.76
2023-10-03 15:00:00,24.19,36.05,32.81,40.05
2023-10-03 16:00:00,16.65,30.15,39.89,48.25
2023-10-03 17:00:00,13.15,18.56,37.0,41.93
2023-10-03 18:00:00,21.15,31.17,26.87,50.62
2023-10-03 19:00:00,13.62,34.3,24.9,56.08
2023-10-03 20:00:00,10.02,24.01,24.46,58.43
2023-10-03 21:00:00,10.03,2.02,28.29,57.04
2023-10-03 22:00:00,10.1,7.98,32.89,62.55
2023-10-03 23:00:00,6.93,10.0,32.99,47.04
2023-10-04 00:00:00,14.23,18.63,28.56,38.96
2023-10-04 01:00:00,14.83,11.67,33.77,42.2
2023-10-04 02:00:00,11.27,18.96,25.01,37.08
2023-10-04 03:00:00,17.6,13.13,29.75,37.7
2023-10-04 04:00:00,11.06,18.7,21.95,31.24
2023-10-04 05:00:00,17.08,33.16,17.98,30.72
2023-10-04 06:00:00,21.03,40.63,25.46,28.09
2023-10-04 07:00:00,23.19,35.95,27.82,31.28
2023-10-04 08:00:00,24.5,51.29,42.92,25.38
2023-10-04 09:00:00,24.45,41.77,31.55,27.2
2023-10-04 10:00:00,33.68,60.65,27.91,38.16
2023-10-04 11:00:00,19.49,25.3,39.07,20.03
2023-10-04 12:00:00,22.07,47.49,31.4,34.05
2023-10-04 13:00:00,21.45,34.29,36.51,35.88
2023-10-04 14:00:00,19.72,44.17,40.39,40.74
2023-10-04 15:00:00,8.73,24.83,31.14,47.81
2023-10-04 16:00:00,27.25,45.67,42.78,42.95
2023-10-04 17:00:00,10.92,20.72,39.88,47.63
2023-10-04 18:00:00,16.02,24.2,34.77,57.85
2023-10-04 19:00:00,4.4,1.0,40.31,54.0
2023-10-04 20:00:00,14.73,28.33,28.09,49.69
2023-10-04 21:00:00,4.64,11.77,32.42,59.66
2023-10-04 22:00:00,1.26,1.0,28.39,57.23
2023-10-04 23:00:00,8.44,12.85,22.57,51.99
2023-10-05 00:00:00,2.81,11.44,21.76,50.39
2023-10-05 01:00:00,3.84,17.87,34.36,47.69
2023-10-05 02:00:00,9.11,20.39,29.3,39.87
2023-10-05 03:00:00,14.15,10.51,28.65,38.38
2023-10-05 04:00:00,6.1,1.33,21.68,25.75
2023-10-05 05:00:00,6.99,8.42,29.3,28.55
2023-10-05 06:00:00,15.15,35.43,25.16,33.2
2023-10-05 07:00:00,20.32,27.65,36.94,39.1
2023-10-05 08:00:00,27.79,52.93,36.06,26.14
2023-10-05 09:00:00,14.24,17.8,36.15,20.49
2023-10-05 10:00:00,20.03,36.31,37.09,25.28
2023-10-05 11:00:00,29.79,40.15,33.8,21.08
2023-10-05 12:00:00,34.85,54.21,37.63,36.93
2023-10-05 13:00:00,16.78,17.8,43.5,36.79
2023-10-05 14:00:00,17.51,39.56,38.33,34.67
2023-10-05 15:00:00,22.96,31.17,31.59,43.14
2023-10-05 16:00:00,15.55,12.5,41.47,52.13
2023-10-05 17:00:00,12.53,7.03,30.85,51.31
2023-10-05 18:00:00,16.48,25.68,32.85,49.26
2023-10-05 19:00:00,22.24,31.92,29.18,61.03
2023-10-05 20:00:00,3.15,10.24,16.96,57.46
2023-10-05 21:00:00,18.34,27.47,29.32,50.3
2023-10-05 22:00:00,4.63,16.74,37.86,53.54
2023-10-05 23:00:00,9.36,11.89,27.36,38.32
2023-10-06 00:00:00,16.57,34.72,39.62,49.46
2023-10-06 01:00:00,,,,
2023-10-06 02:00:00,6.31,1.0,25.11,46.95
2023-10-06 03:00:00,13.67,15.29,23.68,35.49
2023-10-06 04:00:00,9.98,6.94,25.11,34.37
2023-10-06 05:00:00,16.08,15.8,27.61,33.04
2023-10-06 06:00:00,13.79,25.38,34.55,31.04
2023-10-06 07:00:00,22.26,33.5,24.25,25.18
2023-10-06 08:00:00,10.66,18.18,30.04,12.29
2023-10-06 09:00:00,14.6,27.58,34.63,23.78
2023-10-06 10:00:00,13.5,8.11,39.4,23.79
2023-10-06 11:00:00,22.41,40.42,23.45,29.16
2023-10-06 12:00:00,13.84,12.51,28.2,28.36
2023-10-06 13:00:00,18.6,25.14,36.0,40.12
2023-10-06 14:00:00,15.3,9.35,41.6,52.52
2023-10-06 15:00:00,29.56,52.53,33.39,50.09
2023-10-06 16:00:00,13.08,7.41,38.54,47.44
2023-10-06 17:00:00,9.37,5.4,44.13,60.05
2023-10-06 18:00:00,16.51,17.4,33.05,59.0
2023-10-06 19:00:00,23.07,35.88,30.41,59.21
2023-10-06 20:00:00,10.33,15.25,32.36,51.91
2023-10-06 21:00:00,9.13,21.11,29.35,53.96
2023-10-06 22:00:00,15.84,24.5,28.28,56.84
2023-10-06 23:00:00,12.56,27.83,24.85,63.89
2023-10-07 00:00:00,9.59,18.37,23.52,56.47
2023-10-07 01:00:00,3.81,1.0,19.18,47.78
2023-10-07 02:00:00,10.84,12.01,27.07,41.31
2023-10-07 03:00:00,1.21,14.02,19.01,41.04
2023-10-07 04:00:00,7.29,21.49,20.72,36.05
2023-10-07 05:00:00,21.55,41.08,19.77,38.93
2023-10-07 06:00:00,22.85,44.2,25.37,20.79
2023-10-07 07:00:00,19.73,35.29,28.58,26.06
2023-10-07 08:00:00,7.46,14.61,24.5,29.9
2023-10-07 09:00:00,13.44,21.9,30.22,34.41
2023-10-07 10:00:00,17.89,42.21,33.81,39.08
2023-10-07 11:00:00,21.73,31.05,26.4,21.0
2023-10-07 12:00:00,15.53,26.77,31.4,28.55
2023-10-07 13:00:00,21.28,20.39,44.82,36.06
2023-10-07 14:00:00,32.57,40.66,32.46,32.93
2023-10-07 15:00:00,23.1,51.48,39.34,54.24
2023-10-07 16:00:00,20.35,37.49,32.66,48.61
2023-10-07 17:00:00,11.0,15.9,35.24,58.02
2023-10-07 18:00:00,5.2,8.95,29.01,52.3
2023-10-07 19:00:00,5.59,1.0,22.04,57.31
2023-10-07 20:00:00,1.0,1.0,27.8,47.19
2023-10-07 21:00:00,9.83,4.06,30.66,48.51
2023-10-07 22:00:00,10.41,14.29,30.39,47.12
2023-10-07 23:00:00,1.52,7.87,26.47,40.7
2023-10-08 00:00:00,7.94,16.33,20.92,54.03
2023-10-08 01:00:00,16.14,38.53,28.81,44.16
2023-10-08 02:00:00,19.87,34.15,20.39,46.71
2023-10-08 03:00:00,14.02,2.6,20.9,35.79
2023-10-08 04:00:00,10.0,31.61,19.9,39.63
2023-10-08 05:00:00,17.41,21.13,23.64,35.48
2023-10-08 06:00:00,23.16,38.35,25.52,26.65
2023-10-08 07:00:00,5.08,8.94,29.91,27.07
2023-10-08 08:00:00,27.94,46.63,23.24,27.48
2023-10-08 09:00:00,17.44,28.29,29.25,32.57
2023-10-08 10:00:00,18.77,30.55,29.0,27.18
2023-10-08 11:00:00,20.65,22.46,36.38,31.9
2023-10-08 12:00:00,24.97,60.65,36.71,24.01
2023-10-08 13:00:00,16.11,30.99,30.65,31.19
2023-10-08 14:00:00,20.27,32.85,38.46,35.96
2023-10-08 15:00:00,23.86,52.91,35.53,47.35
2023-10-08 16:00:00,20.36,24.0,39.16,43.64
2023-10-08 17:00:00,19.41,38.0,31.01,51.65
2023-10-08 18:00:00,13.11,16.53,35.95,52.37
2023-10-08 19:00:00,17.14,30.65,35.88,54.87
2023-10-08 20:00:00,17.39,31.22,30.34,60.57
2023-10-08 21:00:00,15.37,5.9,38.94,55.83
2023-10-08 22:00:00,10.69,5.65,29.46,51.85
2023-10-08 23:00:00,12.96,33.42,34.57,53.38
2023-10-09 00:00:00,,,,
2023-10-09 01:00:00,23.4,53.45,15.84,44.55
2023-10-09 02:00:00,15.45,35.2,29.76,32.66
2023-10-09 03:00:00,8.88,12.44,26.79,28.23
2023-10-09 04:00:00,5.6,6.49,26.02,30.82
2023-10-09 05:00:00,11.43,31.48,22.45,22.55
2023-10-09 06:00:00,13.08,37.75,22.54,12.66
2023-10-09 07:00:00,20.21,30.04,23.18,23.76
2023-10-09 08:00:00,14.87,36.09,41.12,27.28
2023-10-09 09:00:00,27.88,52.85,33.99,33.81
2023-10-09 10:00:00,13.66,31.48,26.2,26.9
2023-10-09 11:00:00,13.0,21.61,28.98,31.25
2023-10-09 12:00:00,22.26,30.23,25.07,35.59
2023-10-09 13:00:00,17.74,19.95,41.75,36.61
2023-10-09 14:00:00,14.45,12.68,36.23,36.0
2023-10-09 15:00:00,16.9,42.33,38.34,56.91
2023-10-09 16:00:00,14.5,23.29,35.21,41.57
2023-10-09 17:00:00,17.2,18.36,38.98,53.11
2023-10-09 18:00:00,11.35,26.17,31.02,48.31
2023-10-09 19:00:00,9.76,11.79,33.03,55.17
2023-10-09 20:00:00,11.04,12.46,31.37,57.46
2023-10-09 21:00:00,15.5,41.34,22.65,53.28
2023-10-09 22:00:00,16.96,16.5,23.38,45.71
2023-10-09 23:00:00,8.23,15.04,24.24,48.52
2023-10-10 00:00:00,8.44,8.78,26.41,54.24
2023-10-10 01:00:00,6.26,4.02,31.15,34.87
2023-10-10 02:00:00,11.05,5.97,24.58,49.79
2023-10-10 03:00:00,11.77,19.32,23.77,36.69
2023-10-10 04:00:00,19.05,23.48,26.35,36.79
2023-10-10 05:00:00,1.69,7.43,24.97,23.07
2023-10-10 06:00:00,13.68,21.52,26.89,26.12
2023-10-10 07:00:00,19.2,28.21,36.03,21.52
2023-10-10 08:00:00,18.93,23.34,28.88,26.77
2023-10-10 09:00:00,15.11,35.62,32.86,18.96
2023-10-10 10:00:00,14.22,28.64,29.78,23.29
2023-10-10 11:00:00,27.66,38.8,40.55,41.8
2023-10-10 12:00:00,18.55,18.8,30.64,36.38
2023-10-10 13:00:00,12.29,4.56,35.44,38.4
2023-10-10 14:00:00,27.16,52.55,40.91,42.18
2023-10-10 15:00:00,23.5,44.87,31.47,52.63
2023-10-10 16:00:00,18.39,37.8,39.54,46.74
2023-10-10 17:00:00,11.67,17.72,24.0,56.23
2023-10-10 18:00:00,14.41,29.5,27.54,38.83
2023-10-10 19:00:00,20.31,40.72,31.08,53.77
2023-10-10 20:00:00,1.4,1.68,42.05,53.15
2023-10-10 21:00:00,1.0,1.0,29.17,51.34
2023-10-10 22:00:00,4.4,1.0,27.83,57.43
2023-10-10 23:00:00,7.2,14.93,31.5,49.8
2023-10-11 00:00:00,4.14,11.09,19.37,46.54
2023-10-11 01:00:00,11.24,14.74,9.04,39.18
2023-10-11 02:00:00,14.72,21.24,32.67,37.64
2023-10-11 03:00:00,,,,
2023-10-11 04:00:00,14.48,29.49,22.58,30.61
